brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,vin_number,image_link,dealer_address
Volkswagen,Jetta,2019,33995,Grey,GLI 35thEdition|6Speed Manual|Fully Loaded|Waranty,Used,Sedan,Front-wheel drive (FWD),Manual,Other,67563,https://www.carproof.com/order?ref=kijiji&vin=3VW5T7BU0KM168871,3VW5T7BU0KM168871,,"2773 Dufferin St, North York, ON, M6B 3R6"
Toyota,Corolla,2020,24999,White,,Used,Sedan,Front-wheel drive (FWD),,Gasoline,58474,https://www.carproof.com/order?ref=kijiji&vin=5YFBPRBE8LP082751,5YFBPRBE8LP082751,,"1962 Eagle Street North, Cambridge, ON, N3H 0A1"
Ford,F-150,2018,34988,Grey,XLT 4WD SuperCrew 5.,Used,Pickup Truck,Other,Automatic,Other,131706,https://www.carproof.com/order?ref=kijiji&vin=1FTEW1E54JFC84505,1FTEW1E54JFC84505,,"79 East Don Roadway, Toronto, ON, M4M 2A5"
Hyundai,Santa Fe,2015,16490,Silver,"2.4L W/ Heated Front Seats, Bluetooth, AC",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,109353,,,,"12 Goldthorne, Etobicoke, ON, M8Z5S8"
Kia,Forte,2018,18999,Blue,"LX Plus, Back up Camera, Heated Seats, Bluetoothh",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,41692,https://www.carproof.com/order?ref=kijiji&vin=3KPFL4A76JE245317,3KPFL4A76JE245317,,"3675 Keele Street, Toronto, ON, M3J 1M6"
Hyundai,Sonata,2013,11000,Silver,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,118000,,,,"Scarborough, ON M1K"
Jeep,Wrangler,2021,65790,Black,Unlimited Rubicon,New,"SUV, Crossover",4 x 4,,Gasoline,0,,,,"920 Kingston Road, Pickering, ON, L1V 1B3"
Cadillac,Escalade,2007,6888,Black,FULLY LOADED - LEATHER - SUNROOF - HEATED SEAT'S,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,116200,https://www.carproof.com/order?ref=kijiji&vin=1gyfk63807r413254,1gyfk63807r413254,,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
,,0,0,,,,,,,,0,,,,
,,0,0,,,,,,,,0,,,,
,,0,0,,,,,,,,0,,,,
,,0,0,,,,,,,,0,,,,
Chevrolet,Corvette,2020,123800,Red,"Stingray Coupe, 490HP, PERFORMANCE EXHAUST, BOSE",Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Other,6206,https://www.carproof.com/order?ref=kijiji&vin=1G1Y62D48L5112796,1G1Y62D48L5112796,,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Kia,Forte,2018,18999,Blue,"LX Plus, Back up Camera, Heated Seats, Bluetoothh",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,41692,https://www.carproof.com/order?ref=kijiji&vin=3KPFL4A76JE245317,3KPFL4A76JE245317,,"3675 Keele Street, Toronto, ON, M3J 1M6"
BMW,7-Series,2019,79900,Grey,XDrive | M Sport | Advanced Driver Assistance Pack,Used,Sedan,Other,Automatic,Other,27055,https://www.carproof.com/order?ref=kijiji&vin=WBA7J2C52KB246471,WBA7J2C52KB246471,,"11 Sunlight Park Road, Toronto, ON, M4M 1B5"
Mercedes-Benz,C-Class,2018,49495,Black,C300|4MATIC|CABRIOLET|NAV|BURMESTER|360CAM|LEATHER,Used,Convertible,All-wheel drive (AWD),Automatic,Other,56596,,,,"100 Toro Road, North York, ON, M3J 2A9"
Hyundai,Sonata,2013,11000,Silver,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,118000,,,,"Scarborough, ON M1K"
Jeep,Wrangler,2021,65790,Black,Unlimited Rubicon,New,"SUV, Crossover",4 x 4,,Gasoline,0,,,,"920 Kingston Road, Pickering, ON, L1V 1B3"
Cadillac,Escalade,2007,6888,Black,FULLY LOADED - LEATHER - SUNROOF - HEATED SEAT'S,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,116200,https://www.carproof.com/order?ref=kijiji&vin=1gyfk63807r413254,1gyfk63807r413254,,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
Honda,Civic,2006,2500,Black,,Used,Sedan,,,,340000,,,,"Toronto, ON M9L1V7"
Nissan,Sentra,2014,8200,Silver,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,160000,https://www.carproof.com/order?ref=kijiji&vin=3n1ab7ap0e1671376,3n1ab7ap0e1671376,,"Toronto, ON M1B1L5"
BMW,3-Series,2020,48777,White,330i xDrive PREMIUM ENHANCED |NAV|HUD|360CAMERA|HUD|34KM,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,34500,https://www.carproof.com/order?ref=kijiji&vin=3MW5R7J06L8B05358,3MW5R7J06L8B05358,,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
Audi,Q5,2013,18800,Black,2.0L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,125000,https://www.carproof.com/order?ref=kijiji&vin=wa1mfcfp9da004225,wa1mfcfp9da004225,,"Blackwater Crescent, Toronto, ON M1B 1L5, Canada"
Honda,Pilot,2021,53995,Black,Touring 7P,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,12795,,,,"3400 Dufferin Street, Toronto, ON, M6A 2V1"
Nissan,Frontier,2018,36988,Other,PRO 4-X,Used,Other,4 x 4,Automatic,Other,23015,https://www.carproof.com/order?ref=kijiji&vin=1N6AD0EV0JN770407,1N6AD0EV0JN770407,,"2001 Ontario Street East, Stratford, ON, N5A 6S5"
BMW,X6,2015,62800,Black,"MSport, 567HP, AWD, CARBON FIBER, 360, DRIVING PKG",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,70615,https://www.carproof.com/order?ref=kijiji&vin=5YMKW8C57F0R42883,5YMKW8C57F0R42883,,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,S-Class,2017,103800,Black,"AMG S63, AWD, DISTRONIC PLUS, NAV, PANO, 360 CAM",Used,Sedan,All-wheel drive (AWD),Automatic,Other,64901,https://www.carproof.com/order?ref=kijiji&vin=WDDUG7JB6HA308260,WDDUG7JB6HA308260,,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Hyundai,Sonata,2013,11000,Silver,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,118000,,,,"Scarborough, ON M1K"
Jeep,Wrangler,2021,65790,Black,Unlimited Rubicon,New,"SUV, Crossover",4 x 4,,Gasoline,0,,,,"920 Kingston Road, Pickering, ON, L1V 1B3"
Cadillac,Escalade,2007,6888,Black,FULLY LOADED - LEATHER - SUNROOF - HEATED SEAT'S,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,116200,https://www.carproof.com/order?ref=kijiji&vin=1gyfk63807r413254,1gyfk63807r413254,,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
Honda,Civic,2006,2500,Black,,Used,Sedan,,,,340000,,,,"Toronto, ON M9L1V7"
Nissan,Sentra,2014,8200,Silver,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,160000,https://www.carproof.com/order?ref=kijiji&vin=3n1ab7ap0e1671376,3n1ab7ap0e1671376,,"Toronto, ON M1B1L5"
BMW,3-Series,2020,48777,White,330i xDrive PREMIUM ENHANCED |NAV|HUD|360CAMERA|HUD|34KM,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,34500,https://www.carproof.com/order?ref=kijiji&vin=3MW5R7J06L8B05358,3MW5R7J06L8B05358,,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
Audi,Q5,2013,18800,Black,2.0L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,125000,https://www.carproof.com/order?ref=kijiji&vin=wa1mfcfp9da004225,wa1mfcfp9da004225,,"Blackwater Crescent, Toronto, ON M1B 1L5, Canada"
Land Rover,Range Rover,2016,71800,White,"Supercharged, SWB, V8 ,510HP ,PANO, MASSAGE SEATS",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,64403,https://www.carproof.com/order?ref=kijiji&vin=SALGS2EF0GA272661,SALGS2EF0GA272661,,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Nissan,Frontier,2018,36988,Other,PRO 4-X,Used,Other,4 x 4,Automatic,Other,23015,https://www.carproof.com/order?ref=kijiji&vin=1N6AD0EV0JN770407,1N6AD0EV0JN770407,,"2001 Ontario Street East, Stratford, ON, N5A 6S5"
Ford,Escape,2010,8999,Black,XLT,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,81861,https://www.carproof.com/order?ref=kijiji&vin=1FMCU9DG1AKC87413,1FMCU9DG1AKC87413,,"Toronto, ON, M1P, CA"
Chevrolet,Corvette,2019,79800,Red,"Stingray Convertible, 455HP, CAM, KEYLESS",Used,Convertible,Rear-wheel drive (RWD),Automatic,Other,21630,https://www.carproof.com/order?ref=kijiji&vin=1G1YB3D75K5104360,1G1YB3D75K5104360,,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,M5,2006,49800,Black,"5.0 LITER V10, 500 HP, RWD, NAVI, PDC",Used,Sedan,Rear-wheel drive (RWD),Automatic,Other,53504,https://www.carproof.com/order?ref=kijiji&vin=WBSNB93536B583651,WBSNB93536B583651,,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Hyundai,Sonata,2013,11000,Silver,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,118000,,,,"Scarborough, ON M1K"
Jeep,Wrangler,2021,65790,Black,Unlimited Rubicon,New,"SUV, Crossover",4 x 4,,Gasoline,0,,,,"920 Kingston Road, Pickering, ON, L1V 1B3"
Cadillac,Escalade,2007,6888,Black,FULLY LOADED - LEATHER - SUNROOF - HEATED SEAT'S,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,116200,https://www.carproof.com/order?ref=kijiji&vin=1gyfk63807r413254,1gyfk63807r413254,,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
Honda,Civic,2006,2500,Black,,Used,Sedan,,,,340000,,,,"Toronto, ON M9L1V7"
Nissan,Sentra,2014,8200,Silver,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,160000,https://www.carproof.com/order?ref=kijiji&vin=3n1ab7ap0e1671376,3n1ab7ap0e1671376,,"Toronto, ON M1B1L5"
BMW,3-Series,2020,48777,White,330i xDrive PREMIUM ENHANCED |NAV|HUD|360CAMERA|HUD|34KM,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,34500,https://www.carproof.com/order?ref=kijiji&vin=3MW5R7J06L8B05358,3MW5R7J06L8B05358,,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
Audi,Q5,2013,18800,Black,2.0L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,125000,https://www.carproof.com/order?ref=kijiji&vin=wa1mfcfp9da004225,wa1mfcfp9da004225,,"Blackwater Crescent, Toronto, ON M1B 1L5, Canada"
Ram,1500,2019,57995,Black,LIMITED**HEMI**LEATHER**12 TOUCHSCREEN**NAV**BACK UP CAM**,Used,Pickup Truck,4 x 4,Automatic,Gasoline,86077,https://www.carproof.com/order?ref=kijiji&vin=1C6SRFHT5KN595344,1C6SRFHT5KN595344,,"5280 Dixie Road, Mississauga, ON, L4W 2A7"
Toyota,4Runner,2019,53988,Black,SR5,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,24688,,,,"3300 Steeles Avenue East, Markham, ON, L3R 1G9"
Hyundai,Sonata,2013,11000,Silver,,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,118000,,,,"Scarborough, ON M1K"
Jeep,Wrangler,2021,65790,Black,Unlimited Rubicon,New,"SUV, Crossover",4 x 4,,Gasoline,0,,,,"920 Kingston Road, Pickering, ON, L1V 1B3"
Cadillac,Escalade,2007,6888,Black,FULLY LOADED - LEATHER - SUNROOF - HEATED SEAT'S,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,116200,https://www.carproof.com/order?ref=kijiji&vin=1gyfk63807r413254,1gyfk63807r413254,,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
Honda,Civic,2006,2500,Black,,Used,Sedan,,,,340000,,,,"Toronto, ON M9L1V7"
Nissan,Sentra,2014,8200,Silver,SV,Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,160000,https://www.carproof.com/order?ref=kijiji&vin=3n1ab7ap0e1671376,3n1ab7ap0e1671376,,"Toronto, ON M1B1L5"
BMW,3-Series,2020,48777,White,330i xDrive PREMIUM ENHANCED |NAV|HUD|360CAMERA|HUD|34KM,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,34500,https://www.carproof.com/order?ref=kijiji&vin=3MW5R7J06L8B05358,3MW5R7J06L8B05358,,"1323 Kennedy Road, Scarborough, ON, M1P 2L6"
Audi,Q5,2013,18800,Black,2.0L Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,125000,https://www.carproof.com/order?ref=kijiji&vin=wa1mfcfp9da004225,wa1mfcfp9da004225,,"Blackwater Crescent, Toronto, ON M1B 1L5, Canada"
